word_id	word	parent_id	tag	dependency	lemmatized	sentence_id	doc_id	pol
18	реформы.	11	NOUN	dobj	реформа	5	7	0
1	Лиухто,	3	NOUN	advmod	лиухто	6	7	0
2	который	3	DET	nsubj	который	6	7	0
3	известен	10	ADJ	nsubj	известный	6	7	0
4	как	5	ADP	case	как	6	7	0
5	специалист	3	NOUN	nmod	специалист	6	7	0
6	по	7	ADP	case	по	6	7	0
7	вопросам	5	NOUN	nmod	вопрос	6	7	0
8	российской	9	ADJ	amod	российский	6	7	0
9	экономики,	7	NOUN	nmod	экономика	6	7	0
10	считает,	0	VERB	ROOT	считать	6	7	0
11	что	22	SCONJ	mark	что	6	7	0
12	без	14	ADP	case	без	6	7	0
13	масштабных	14	ADJ	amod	масштабный	6	7	0
14	реформ	22	NOUN	nmod	реформа	6	7	0
15	Россия	22	PROPN	nsubj	россия	6	7	0
16	в	20	ADP	case	в	6	7	0
17	течение	20	NOUN	mwe	течение	6	7	0
18	следующих	20	ADJ	amod	следовать	6	7	0
19	12	20	NUM	nummod	12	6	7	0
20	лет	15	NOUN	nmod	год	6	7	0
21	будет	22	VERB	aux	быть	6	7	0
22	находиться	10	VERB	xcomp	находиться	6	7	0
23	в	26	ADP	case	в	6	7	0
24	глубоком	26	ADJ	amod	глубокий	6	7	1
25	экономическом	26	ADJ	amod	экономический	6	7	0
26	кризисе	22	NOUN	nmod	кризис	6	7	0
27	и	22	CONJ	cc	и	6	7	0
28	столкнется	22	VERB	conj	сталкиваться	6	7	0
29	с	32	ADP	case	с	6	7	0
30	тяжелыми	32	ADJ	amod	тяжелый	6	7	-1
31	социальными	32	ADJ	amod	социальный	6	7	0
32	проблемами,	28	ADP	nmod	проблема	6	7	0
33	вследствие	34	ADP	case	вследствие	6	7	0
34	которых	37	DET	nmod	который	6	7	0
35	общественное	36	ADJ	amod	общественный	6	7	0
36	спокойствие	37	NOUN	nsubj	спокойствие	6	7	1
37	может	32	VERB	acl:relcl	может	6	7	0
38	пошатнуться.	37	VERB	xcomp	пошатнуться	6	7	0
1	По	2	ADP	case	по	7	7	0
2	словам	6	NOUN	nmod	слово	7	7	0
3	Лиухто,	6	PROPN	nsubj	лиухто	7	7	0
4	Россия	3	PROPN	name	россия	7	7	0
5	не	6	PART	neg	не	7	7	0
6	сможет	0	VERB	ROOT	смочь	7	7	0
7	провести	6	VERB	xcomp	проводить	7	7	0
8	экономические	9	ADJ	amod	экономический	7	7	0
9	реформы	7	NOUN	dobj	реформа	7	7	0
10	без	11	ADP	case	без	7	7	0
11	помощи	9	NOUN	nmod	помощь	7	7	1
12	западных	13	ADJ	amod	западный	7	7	0
13	стран.	11	NOUN	nmod	страна	7	7	0
1	А	6	CONJ	cc:preconj	а	8	7	0
2	это	6	DET	nsubj	это	8	7	0
3	проблематично,	6	PUNCT	punct	проблематичный	8	7	-1
4	поскольку	6	SCONJ	mark	поскольку	8	7	0
5	Путин	6	PROPN	nsubj	путин	8	7	0
6	испортил	0	VERB	ROOT	испортить	8	7	-1
7	отношения	6	NOUN	dobj	отношение	8	7	0
8	с	10	ADP	case	с	8	7	0
9	западными	10	ADJ	amod	западный	8	7	0
10	странами	7	NOUN	nmod	страна	8	7	0
11	в	12	ADP	case	в	8	7	0
12	2014	7	ADJ	nmod	2014	8	7	0
13	году,	6	ADJ	punct	год	8	7	0
14	захватив	13	VERB	advcl	захватить	8	7	0
15	Крымский	16	ADJ	amod	крымский	8	7	0
16	полуостров.	14	NOUN	dobj	полуостров	8	7	0
1	Лиухто	3	PROPN	nsubj	лиухто	9	7	0
2	резко	3	ADV	advmod	резко	9	7	0
3	критикует	0	VERB	ROOT	критиковать	9	7	0
4	руководство	3	NOUN	dobj	руководство	9	7	0
5	России	4	PROPN	nmod	россия	9	7	0
6	и	3	CONJ	cc	и	9	7	0
7	называет	3	VERB	conj	называть	9	7	0
8	захват	7	NOUN	dobj	захват	9	7	0
9	Крыма	8	PROPN	nmod	крым	9	7	0
10	«самым	12	ADJ	amod	самый	9	7	0
11	неразумным	12	ADJ	amod	неразумный	9	7	-1
12	шагом	8	NOUN	iobj	шаг	9	7	0
13	за	14	ADP	case	за	9	7	0
14	время	7	NOUN	nmod	время	9	7	0
15	президентского	16	ADJ	amod	президентский	9	7	0
16	срока	14	NOUN	nmod	срок	9	7	0
17	Путина».	16	PROPN	nmod	путин	9	7	0
1	«Руководство	3	NOUN	nsubj	руководство	10	7	0
2	России	1	PROPN	nmod	россия	10	7	0
3	потратило	0	VERB	ROOT	потратить	10	7	0
4	свое	5	PRON	det	свое	10	7	0
5	время	3	NOUN	dobj	время	10	7	0
6	на	8	ADP	case	на	10	7	0
7	геополитические	8	ADJ	amod	геополитический	10	7	0
8	разборки	5	NOUN	nmod	разборка	10	7	0
9	и	8	CONJ	cc	и	10	7	0
10	общественные	11	ADJ	amod	общественный	10	7	0
11	реформы	8	NOUN	conj	реформа	10	7	0
12	проведены	14	VERB	nsubj	проводить	10	7	0
13	не	14	PART	neg	не	10	7	0
14	были»,	3	VERB	parataxis	быть	10	7	0
15	—	14	SYM	punct	"—
"	10	7	0
16	оценивает	14	VERB	parataxis	оценивать	10	7	1
17	ситуацию	16	NOUN	dobj	ситуация	10	7	0
18	Лиухто.	17	PROPN	appos	лиухто	10	7	0
1	По	2	ADP	case	по	11	7	0
2	мнению	6	NOUN	nmod	мнение	11	7	0
3	Лиухто,	6	PROPN	nsubj	лиухто	11	7	0
4	никому	3	PRON	name	никто	11	7	0
5	не	6	PART	neg	не	11	7	0
6	стоит	0	VERB	ROOT	стоять	11	7	0
7	желать	6	VERB	xcomp	желать	11	7	0
8	России	7	PROPN	dobj	россия	11	7	0
9	прийти	7	VERB	xcomp	приходить	11	7	0
10	к	11	ADP	case	к	11	7	0
11	хаосу.	9	ADJ	nmod	хаос	11	7	-1
1	Если	3	SCONJ	mark	если	12	7	0
2	Путина	3	PROPN	nsubj	путин	12	7	0
3	сместят,	10	VERB	advcl	смещать	12	7	0
4	то	3	DET	punct	то	12	7	0
5	его	6	PRON	det	он	12	7	0
6	последователем,	10	X	nsubj	последователь	12	7	0
7	скорее	10	ADV	advmod	скоро	12	7	0
8	всего,	7	DET	nmod	всего	12	7	0
9	будет	10	VERB	cop	быть	12	7	0
10	кто-то	0	PRON	ROOT	кто-то	12	7	0
11	из	12	ADP	case	из	12	7	0
12	рядов	10	NOUN	nmod	ряд	12	7	0
13	националистов-силовиков.	12	PUNCT	nmod	националист	12	7	-1
1	Лиухто	2	PRON	nsubj	лиухто	13	7	0
2	говорит,	0	VERB	ROOT	говорить	13	7	0
3	что	5	SCONJ	mark	что	13	7	0
4	он	5	PRON	nsubj	он	13	7	0
5	начал	2	VERB	ccomp	начинать	13	7	0
6	склоняться	5	VERB	xcomp	склоняться	13	7	0
7	к	8	ADP	case	к	13	7	0
8	вступлению	6	NOUN	nmod	вступление	13	7	0
9	Финляндии	8	PROPN	nmod	финляндия	13	7	0
10	в	11	ADP	case	в	13	7	0
11	НАТО.	6	PROPN	nmod	нато	13	7	0
1	Если	4	SCONJ	mark	если	14	7	0
2	Россия	4	PROPN	nsubj	россия	14	7	0
3	не	4	PART	neg	не	14	7	0
4	проведет	13	VERB	advcl	проводить	14	7	0
5	экономические	8	ADJ	amod	экономический	14	7	0
6	и	5	CONJ	cc	и	14	7	0
7	политические	5	ADJ	conj	политический	14	7	0
8	реформы,	4	NOUN	dobj	реформа	14	7	0
9	ее,	8	PUNCT	iobj	она	14	7	0
10	по	11	ADP	case	по	14	7	0
11	мнению	9	NOUN	nmod	мнение	14	7	0
12	Лиухто,	11	PROPN	nmod	лиухто	14	7	0
13	ожидает	0	VERB	ROOT	ожидать	14	7	0
14	крах,	13	VERB	dobj	крах	14	7	-1
15	на	16	ADP	case	на	14	7	0
16	последствия	14	NOUN	nmod	последствие	14	7	-1
17	которого,	16	DET	nmod	который	14	7	0
18	связанные	16	VERB	acl	связанный	14	7	0
19	с	20	ADP	case	с	14	7	0
20	вопросами	18	NOUN	nmod	вопрос	14	7	0
21	внешней	22	ADJ	amod	внешний	14	7	0
22	политики	20	NOUN	nmod	политика	14	7	0
23	и	18	CONJ	cc	и	14	7	0
24	безопасности,	27	SYM	advmod	безопасность	14	7	1
25	Финляндия	27	PROPN	nsubj	финляндия	14	7	0
26	не	27	PART	neg	не	14	7	0
27	сможет	18	VERB	conj	смочь	14	7	0
28	закрыть	27	VERB	xcomp	закрывать	14	7	0
29	глаза.	13	PUNCT	punct	глаз	14	7	0
1	Украинский	2	ADJ	amod	украинский	1	8	0
2	министр	10	NOUN	nsubj	министр	1	8	0
3	иностранных	4	ADJ	amod	иностранный	1	8	0
4	дел	2	NOUN	nmod	дело	1	8	0
5	в	6	ADP	case	в	1	8	0
6	беседе	10	NOUN	nmod	беседа	1	8	0
7	с	8	ADP	case	с	1	8	0
8	VG:	10	DET	nmod	VG	1	8	0
9	«Путин	10	PROPN	nsubj	путин	1	8	0
10	ведет	0	VERB	ROOT	вести	1	8	0
11	гибридную	12	ADJ	amod	гибридный	1	8	0
12	войну	10	NOUN	dobj	война	1	8	-1
13	против	15	ADP	case	против	1	8	0
14	всей	15	DET	det	весь	1	8	0
15	Европы»	10	PROPN	nmod	европа	1	8	0
1	inosmi.ruПосмотреть	0	VERB	ROOT	inosmi	2	8	0
2	оригиналиюнь	1	NOUN	nsubj	оригиналиюнь	2	8	0
3	16-го,	2	NUM	nummod	16	2	8	0
4	2016	3	ADJ	nummod	2016	2	8	0
1	Президент	6	NOUN	nsubj	президент	3	8	0
2	России	1	PROPN	nmod	россия	3	8	0
3	Владимир	1	PROPN	appos	владимир	3	8	0
4	Путин	3	PROPN	name	путин	3	8	0
5	целенаправленно	6	ADV	advmod	целенаправленно	3	8	0
6	стремится	0	VERB	ROOT	стремиться	3	8	0
7	ослабить	6	VERB	xcomp	ослаблять	3	8	0
8	ЕС	7	PROPN	dobj	ес	3	8	0
9	и	8	CONJ	cc	и	3	8	0
10	Европу,	8	PROPN	conj	европа	3	8	0
11	считает	6	VERB	parataxis	считать	3	8	0
12	министр	11	NOUN	nsubj	министр	3	8	0
13	иностранных	14	ADJ	amod	иностранный	3	8	0
14	дел	12	NOUN	nmod	дело	3	8	0
15	Украины.	14	PROPN	nmod	украина	3	8	0
1	«Российскую	2	ADJ	amod	российский	4	8	0
2	оккупацию	0	NOUN	ROOT	оккупация	4	8	-1
3	Крыма	2	PROPN	nmod	крым	4	8	0
4	и	3	CONJ	cc	и	4	8	0
5	Восточной	6	ADJ	amod	восточный	4	8	0
6	Украины,	3	PROPN	conj	украина	4	8	0
7	а	2	CONJ	cc	а	4	8	0
8	также	7	CONJ	mwe	также	4	8	0
9	гибридную	10	ADJ	amod	гибридный	4	8	0
10	войну	13	NOUN	dobj	война	4	8	-1
11	против	12	ADP	case	против	4	8	0
12	Украины	10	PROPN	nmod	украина	4	8	0
13	нельзя	2	ADJ	conj	нельзя	4	8	0
14	сравнить	13	VERB	xcomp	сравнивать	4	8	0
15	ни	19	PART	neg	ни	4	8	0
16	с	19	ADP	case	с	4	8	0
17	одним	19	NUM	det	один	4	8	0
18	другим	19	ADJ	amod	другой	4	8	0
19	конфликтом,	14	NOUN	nmod	конфликт	4	8	-1
20	даже	22	X	discourse	даже	4	8	0
21	с	22	ADP	case	с	4	8	0
22	тем,	14	PRON	nmod	то	4	8	0
23	который	24	DET	nsubj	который	4	8	0
24	идет	13	VERB	parataxis	идти	4	8	0
25	в	26	ADP	case	в	4	8	0
26	Сирии»,	24	PROPN	nmod	сирия	4	8	0
27	—	24	PUNCT	punct	"—
"	4	8	0
28	говорит	24	VERB	punct	говорить	4	8	0
29	министр	28	NOUN	nsubj	министр	4	8	0
30	иностранных	31	ADJ	amod	иностранный	4	8	0
31	дел	29	NOUN	nmod	дело	4	8	0
32	Климкин	29	PROPN	appos	климкин	4	8	0
33	корреспонденту	28	NOUN	iobj	корреспондент	4	8	0
34	VG.	24	PUNCT	punct	VG	4	8	0
1	VG:	6	X	nsubj	VG	5	8	0
2	В	3	ADP	case	в	5	8	0
3	мире	1	NOUN	nmod	мир	5	8	0
4	большое	5	ADJ	amod	большой	5	8	0
5	внимание	6	NOUN	dobj	внимание	5	8	1
6	уделяется	0	VERB	ROOT	уделяться	5	8	0
7	как	8	ADP	case	как	5	8	0
8	раз	6	NOUN	nmod	раз	5	8	0
9	конфликтам	8	NOUN	iobj	конфликт	5	8	-1
10	на	12	ADP	case	на	5	8	0
11	Ближнем	12	ADJ	amod	ближний	5	8	0
12	Востоке.	8	ADV	nmod	восток	5	8	0
1	Нет	0	VERB	ROOT	нет	6	8	0
2	ли	1	PRON	dobj	ли	6	8	0
3	у	4	ADP	case	у	6	8	0
4	Вас	1	PROPN	nmod	вы	6	8	0
5	ощущения,	4	ADJ	amod	ощущение	6	8	0
6	что	8	SCONJ	mark	что	6	8	0
7	мир	8	NOUN	nsubj	мир	6	8	0
8	забыл	5	VERB	ccomp	забывать	6	8	0
9	о	10	ADP	case	о	6	8	0
10	том,	8	DET	nmod	том	6	8	0
11	что	12	PRON	nsubj	что	6	8	0
12	происходит	10	VERB	acl:relcl	происходить	6	8	0
13	на	14	ADP	case	на	6	8	0
14	Украине?	12	PROPN	nmod	украина	6	8	0
1	«Нас	4	ADV	advmod	мы	7	8	0
2	совершенно	4	ADV	advmod	совершенно	7	8	0
3	не	4	PART	neg	не	7	8	0
4	забыли,	0	VERB	ROOT	забывать	7	8	0
5	и	4	CONJ	cc	и	7	8	0
6	уж	4	ADJ	conj	уж	7	8	0
7	абсолютно	8	ADV	advmod	абсолютно	7	8	0
8	точно	6	ADV	advmod	точно	7	8	0
9	не	11	PART	neg	не	7	8	0
10	в	11	ADP	case	в	7	8	0
11	Европе.	8	PROPN	nmod	европа	7	8	0
1	В	2	ADP	case	в	8	8	0
2	том,	4	DET	nmod	том	8	8	0
3	что	4	PRON	nsubj	что	8	8	0
4	происходит	0	VERB	ROOT	происходить	8	8	0
5	на	6	ADP	case	на	8	8	0
6	Донбассе	11	PROPN	nmod	донбасс	8	8	0
7	(восточный	8	ADJ	amod	восточный	8	8	0
8	регион	11	NOUN	nsubj	регион	8	8	0
9	Украины),	8	PROPN	nmod	украина	8	8	0
10	речь	11	NOUN	nsubj	речь	8	8	0
11	идет	4	VERB	xcomp	идти	8	8	0
12	не	14	PART	neg	не	8	8	0
13	о	14	ADP	case	о	8	8	0
14	Донбассе	11	PROPN	nmod	донбасс	8	8	0
15	и	14	CONJ	cc	и	8	8	0
16	не	18	PART	neg	не	8	8	0
17	об	18	ADP	case	об	8	8	0
18	Украине,	20	PROPN	nmod	украина	8	8	0
19	речь	20	NOUN	nsubj	речь	8	8	0
20	идет	14	VERB	conj	идти	8	8	0
21	о	22	ADP	case	о	8	8	0
22	попытке	20	NOUN	nmod	попытка	8	8	0
23	России	22	PROPN	nmod	россия	8	8	0
24	ослабить	11	VERB	xcomp	ослаблять	8	8	0
25	весь	26	DET	det	весь	8	8	0
26	регион,	24	VERB	dobj	регион	8	8	0
27	разбить	24	VERB	xcomp	разбивать	8	8	0
28	регион	27	NOUN	dobj	регион	8	8	0
29	на	31	ADP	case	на	8	8	0
30	отдельные	31	ADJ	amod	отдельный	8	8	0
31	фрагменты	28	NOUN	nmod	фрагмент	8	8	0
32	и	27	CONJ	cc	и	8	8	0
33	в	35	ADP	case	в	8	8	0
34	конечном	35	ADJ	amod	конечный	8	8	0
35	счете	39	NOUN	nmod	счет	8	8	0
36	ослабить	39	VERB	xcomp	ослаблять	8	8	0
37	Европу,	36	PROPN	dobj	европа	8	8	0
38	—	39	SYM	nsubj	"—
"	8	8	0
39	утверждает	27	VERB	conj	утверждать	8	8	0
40	Климкин	39	PROPN	nsubj	климкин	8	8	0
41	и	40	CONJ	cc	и	8	8	0
42	уточняет:	59	VERB	auxpass	уточнять	8	8	0
43	—	59	PUNCT	advmod	"—
"	8	8	0
44	Демократическая	47	ADJ	amod	демократический	8	8	0
45	и	44	CONJ	cc	и	8	8	0
46	европейская	44	ADJ	conj	европейский	8	8	0
47	Украина	59	PROPN	nsubj	украина	8	8	0
48	и	47	CONJ	cc	и	8	8	0
49	вся	47	VERB	conj	весь	8	8	0
50	политическая	51	ADJ	amod	политический	8	8	0
51	линия	59	NOUN	nsubj	линия	8	8	0
52	ЕС	51	X	nmod	ес	8	8	0
53	—	59	PUNCT	punct	"—
"	8	8	0
54	это	59	DET	nsubj	это	8	8	0
55	то,	59	PUNCT	punct	то	8	8	0
56	чего	59	DET	dobj	что	8	8	0
57	Путин	59	PROPN	nsubj	путин	8	8	0
58	не	59	PART	neg	не	8	8	0
59	хочет	40	VERB	conj	хотеть	8	8	0
60	видеть».	39	PUNCT	punct	видеть	8	8	0
1	Желание	2	NOUN	nsubj	желание	9	8	0
2	ослабить	0	VERB	ROOT	ослаблять	9	8	0
3	ЕС	2	PROPN	dobj	ес	9	8	0
1	—	4	PUNCT	advcl	"—
"	10	8	0
2	Отдельные	3	ADJ	amod	отдельный	10	8	0
3	аналитики	4	NOUN	nsubj	аналитик	10	8	0
4	считают,	0	VERB	ROOT	считать	10	8	0
5	что	7	SCONJ	mark	что	10	8	0
6	Путин	7	PROPN	nsubj	путин	10	8	0
7	пытается	4	VERB	ccomp	пытаться	10	8	0
8	шантажировать	7	VERB	xcomp	шантажировать	10	8	-1
9	Европу,	8	PROPN	iobj	европа	10	8	0
10	чтобы	11	SCONJ	mark	чтобы	10	8	0
11	избавиться	8	VERB	xcomp	избавляться	10	8	0
12	от	13	ADP	case	от	10	8	0
13	санкций.	11	NOUN	nmod	санкция	10	8	0
1	Вы	2	PRON	nsubj	вы	11	8	0
2	согласны	0	ADJ	ROOT	согласный	11	8	0
3	с	4	ADP	case	с	11	8	0
4	этим?	2	DET	nmod	это	11	8	0
1	«Я	2	PUNCT	nsubj	я	12	8	0
2	согласен	0	ADJ	ROOT	согласный	12	8	0
3	с	4	ADP	case	с	12	8	0
4	этим	2	DET	nmod	это	12	8	0
5	взглядом,	2	ADJ	nmod	взгляд	12	8	0
6	но	2	CONJ	cc	но	12	8	0
7	это	9	DET	nsubj	это	12	8	0
8	только	9	X	discourse	только	12	8	0
9	часть	12	NOUN	nsubj	часть	12	8	0
10	того,	9	DET	nmod	то	12	8	0
11	чем	12	ADP	case	что	12	8	0
12	занимается	2	VERB	nmod	заниматься	12	8	0
13	Путин.	12	PROPN	iobj	путин	12	8	0
1	Речь	2	NOUN	nsubj	речь	13	8	0
2	идет	0	VERB	ROOT	идти	13	8	0
3	о	4	ADP	case	о	13	8	0
4	том,	11	DET	nmod	том	13	8	0
5	чтобы	6	SCONJ	mark	чтобы	13	8	0
6	ослабить	11	VERB	advcl	ослаблять	13	8	0
7	ЕС,	6	DET	nsubj	ес	13	8	0
8	потому	11	ADV	advmod	потому	13	8	0
9	что	8	ADP	case	что	13	8	0
10	Европа	11	PROPN	nsubj	европа	13	8	0
11	идет	2	VERB	parataxis	идти	13	8	0
12	не	13	PART	neg	не	13	8	0
13	в	11	ADP	nmod	в	13	8	0
14	том	13	DET	nmod	том	13	8	0
15	направлении,	17	X	punct	направление	13	8	0
16	которое	17	DET	dobj	который	13	8	0
17	хочет	14	VERB	acl:relcl	хотеть	13	8	0
18	Россия.	17	PROPN	iobj	россия	13	8	0
1	Россия	2	PROPN	nsubj	россия	14	8	0
2	ведет	0	VERB	ROOT	вести	14	8	0
3	гибридную	4	ADJ	amod	гибридный	14	8	0
4	войну	2	NOUN	dobj	война	14	8	-1
5	против	6	ADP	case	против	14	8	0
6	Европы	2	PROPN	nmod	европа	14	8	0
7	без	10	ADP	case	без	14	8	0
8	того	10	DET	det	то	14	8	0
9	военного	10	ADJ	amod	военный	14	8	0
10	компонента,	2	NOUN	nmod	компонент	14	8	0
11	который	12	DET	nsubj	который	14	8	0
12	есть	10	VERB	acl:relcl	быть	14	8	0
13	на	14	ADP	case	на	14	8	0
14	Украине»,	12	PROPN	nmod	украина	14	8	0
15	—	12	SYM	punct	"—
"	14	8	0
16	считает	2	VERB	punct	считать	14	8	0
17	Климкин.	16	PROPN	nsubj	климкин	14	8	0
1	Украинский	2	ADJ	amod	украинский	15	8	0
2	министр	5	NOUN	nsubj	министр	15	8	0
3	иностранных	4	ADJ	amod	иностранный	15	8	0
4	дел	2	NOUN	nmod	дело	15	8	0
5	указывает,	0	VERB	ROOT	указывать	15	8	0
6	в	7	ADP	case	в	15	8	0
7	частности,	5	NOUN	nmod	частность	15	8	0
8	на	10	ADP	case	на	15	8	0
9	российскую	10	ADJ	amod	российский	15	8	0
10	пропаганду,	5	NOUN	nmod	пропаганда	15	8	0
11	целью	10	NOUN	appos	цель	15	8	0
12	которой	11	DET	nmod	который	15	8	0
13	является	11	VERB	cop	являться	15	8	0
14	раскол	11	NOUN	nsubj	раскол	15	8	0
15	внутри	16	ADV	advmod	внутри	15	8	0
16	союза	14	NOUN	nmod	союз	15	8	0
17	и	16	CONJ	cc	и	15	8	0
18	отдельных	19	ADJ	amod	отдельный	15	8	0
19	стран.	16	NOUN	conj	страна	15	8	0
1	Он	2	PRON	nsubj	он	16	8	0
2	считает,	0	VERB	ROOT	считать	16	8	0
3	что	5	SCONJ	mark	что	16	8	0
4	Россия	5	PROPN	nsubj	россия	16	8	0
5	поддерживает	2	VERB	ccomp	поддерживать	16	8	0
6	экстремистские	7	ADJ	amod	экстремистский	16	8	-1
7	движения	5	NOUN	dobj	движение	16	8	0
8	левого	11	ADJ	amod	левый	16	8	0
9	и	8	CONJ	cc	и	16	8	0
10	правого	8	ADJ	conj	правый	16	8	1
11	толка	7	NOUN	nmod	толк	16	8	1
12	в	13	ADP	case	в	16	8	0
13	Европе,	7	PROPN	nmod	европа	16	8	0
14	пытаясь	5	VERB	advcl	пытаться	16	8	0
15	ослабить	14	VERB	xcomp	ослаблять	16	8	0
16	существующие	18	VERB	acl	существовать	16	8	0
17	политические	18	ADJ	amod	политический	16	8	0
18	партии	15	NOUN	dobj	партия	16	8	0
19	и	14	CONJ	cc	и	16	8	0
20	изменить	14	VERB	conj	изменять	16	8	0
21	политический	22	ADJ	amod	политический	16	8	0
22	ландшафт	20	NOUN	dobj	ландшафт	16	8	0
23	Европы.	22	PROPN	nmod	европа	16	8	0
1	«Он	2	PRON	nsubj	он	17	8	0
2	пытается	0	VERB	ROOT	пытаться	17	8	0
3	оттеснить	2	VERB	xcomp	оттеснять	17	8	0
4	массы	3	NOUN	dobj	масса	17	8	0
5	европейских	6	ADJ	amod	европейский	17	8	0
6	избирателей	4	NOUN	nmod	избиратель	17	8	0
7	с	9	ADP	case	с	17	8	0
8	центральных	9	ADJ	amod	центральный	17	8	0
9	позиций	6	NOUN	nmod	позиция	17	8	0
10	на	11	ADP	case	на	17	8	0
11	периферию,	3	NOUN	nmod	периферия	17	8	0
12	где	15	SCONJ	mark	где	17	8	0
13	ими	15	PRON	iobj	они	17	8	0
14	легче	15	ADV	advmod	легко	17	8	0
15	манипулировать.	2	PUNCT	advcl	манипулировать	17	8	-1
1	Речь	2	NOUN	nsubj	речь	18	8	0
2	идет	0	VERB	ROOT	идти	18	8	0
3	о	5	ADP	case	о	18	8	0
4	политических	5	ADJ	amod	политический	18	8	0
5	ландшафтах,	2	NOUN	nmod	ландшафт	18	8	0
6	которыми	2	DET	punct	который	18	8	0
7	проще	8	ADV	advmod	просто	18	8	0
8	манипулировать.	6	VERB	advcl	манипулировать	18	8	-1
1	Россия	2	PROPN	nsubj	россия	19	8	0
2	пытается	0	VERB	ROOT	пытаться	19	8	0
3	реализовать	2	VERB	xcomp	реализовывать	19	8	0
4	именно	3	ADV	advmod	именно	19	8	0
5	такой	6	ADJ	amod	такой	19	8	0
6	план»,	2	VERB	parataxis	план	19	8	0
7	—	6	PUNCT	punct	"—
"	19	8	0
8	утверждает	6	VERB	cop	утверждать	19	8	0
9	Климкин.	6	PROPN	nsubj	климкин	19	8	0
1	Страх	0	NOUN	ROOT	страх	20	8	-1
2	Путина	1	PROPN	nmod	путин	20	8	0
1	—	3	PUNCT	punct	"—
"	21	8	0
2	Насколько	3	ADV	advmod	насколько	21	8	0
3	важно	0	VERB	ROOT	важно	21	8	0
4	сохранять	3	VERB	xcomp	сохранять	21	8	0
5	санкции	4	NOUN	dobj	санкция	21	8	0
6	против	7	ADP	case	против	21	8	0
7	России?	4	PROPN	nmod	россия	21	8	0
1	«Это	4	DET	nsubj	это	22	8	0
2	чрезвычайно,	3	ADV	advmod	чрезвычайно	22	8	0
3	фундаментально	4	ADV	advmod	фундаментально	22	8	0
4	важно.	0	ADJ	ROOT	важно	22	8	0
1	Самый	3	ADJ	amod	самый	23	8	0
2	лучший	3	ADJ	amod	хороший	23	8	1
3	способ	4	NOUN	nsubj	способ	23	8	0
4	оказывать	0	VERB	ROOT	оказывать	23	8	0
5	давление	4	NOUN	dobj	давление	23	8	0
6	на	7	ADP	case	на	23	8	0
7	Россию	5	PROPN	nmod	россия	23	8	0
8	для	9	ADP	case	для	23	8	0
9	выполнения	5	NOUN	nmod	выполнение	23	8	0
10	минских	11	ADJ	amod	минский	23	8	0
11	договоренностей	9	NOUN	nmod	договоренность	23	8	0
12	—	4	PUNCT	punct	"—
"	23	8	0
13	четкая	22	ADJ	amod	четкий	23	8	1
14	политика,	15	ADV	advmod	политика	23	8	0
15	основанная	22	VERB	acl	основывать	23	8	0
16	на	17	ADP	case	на	23	8	0
17	солидарности,	15	NOUN	nmod	солидарность	23	8	0
18	а	17	CONJ	cc	а	23	8	0
19	санкции	17	NOUN	conj	санкция	23	8	0
20	—	22	PUNCT	punct	"—
"	23	8	0
21	это	22	DET	expl	это	23	8	0
22	часть	12	NOUN	nsubj	часть	23	8	0
23	солидарности.	22	NOUN	nmod	солидарность	23	8	0
1	Путин	2	PROPN	nsubj	путин	24	8	0
2	опасается	0	VERB	ROOT	опасаться	24	8	-1
3	комбинированной	4	ADJ	amod	комбинированный	24	8	0
4	солидарности	2	NOUN	nmod	солидарность	24	8	0
5	стран	4	NOUN	nmod	страна	24	8	0
6	Семерки	5	PROPN	nmod	семерка	24	8	0
7	и	6	CONJ	cc	и	24	8	0
8	ЕС	6	PROPN	conj	ес	24	8	0
9	—	2	PUNCT	punct	"—
"	24	8	0
10	ведь	13	NOUN	nmod	ведь	24	8	0
11	Россия	13	PROPN	nsubj	россия	24	8	0
12	не	13	PART	neg	не	24	8	0
13	находится	9	VERB	punct	находиться	24	8	0
14	в	18	ADP	case	в	24	8	0
15	политическом	18	ADJ	amod	политический	24	8	0
16	или	15	CONJ	cc	или	24	8	0
17	экономическом	15	ADJ	conj	экономический	24	8	0
18	вакууме.	13	VERB	nmod	вакуум	24	8	0
1	Санкции	5	NOUN	nsubj	санкция	25	8	0
2	очень	3	ADV	advmod	очень	25	8	0
3	эффективны,	5	ADV	advmod	эффективный	25	8	1
4	они	5	PRON	nsubj	они	25	8	0
5	заставят	0	VERB	ROOT	заставлять	25	8	0
6	Россию	5	PROPN	dobj	россия	25	8	0
7	выполнять	6	VERB	acl	выполнять	25	8	0
8	минские	9	ADJ	amod	минский	25	8	0
9	договоренности»,	7	NOUN	dobj	договоренность	25	8	0
10	—	5	PUNCT	punct	"—
"	25	8	0
11	считает	5	VERB	punct	считать	25	8	0
12	Климкин.	11	PROPN	dobj	климкин	25	8	0
1	—	7	SYM	nsubjpass	"—
"	26	8	0
2	Могут	1	PROPN	nmod	мочь	26	8	0
3	ли	7	PART	discourse	ли	26	8	0
4	минские	5	ADJ	amod	минский	26	8	0
5	договоренности	7	NOUN	nsubjpass	договоренность	26	8	0
6	быть	7	VERB	auxpass	быть	26	8	0
7	реализованы	0	VERB	ROOT	реализовать	26	8	0
8	в	9	ADP	case	в	26	8	0
9	этом	7	DET	nmod	это	26	8	0
