word_id	word	parent_id	tag	dependency	lemmatize	sentence_id	doc_id
10	сторон,	8	NOUN	nmod	сторона	16	10
11	но	5	CONJ	cc	но	16	10
12	ничего	14	NOUN	nsubj	ничего	16	10
13	не	14	PART	neg	не	16	10
14	говорится	5	VERB	conj	говориться	16	10
15	о	16	ADP	case	о	16	10
16	том	14	DET	nmod	том	16	10
17	что,	24	SCONJ	mark	что	16	10
18	прежде	24	ADV	advmod	прежде	16	10
19	всего,	20	DET	det	всего	16	10
20	Россия	24	PROPN	nsubj	россия	16	10
21	никогда	24	ADV	advmod	никогда	16	10
22	по-настоящему	24	VERB	nsubj	по-настоящему	16	10
23	не	24	PART	neg	не	16	10
24	находилась	16	VERB	acl:relcl	находиться	16	10
25	в	26	ADP	case	в	16	10
26	«изоляции».	24	PUNCT	nmod	изоляция	16	10
1	В	5	ADP	case	в	17	10
2	экономическом	5	ADJ	amod	экономический	17	10
3	и	2	CONJ	cc	и	17	10
4	демографическом	2	ADJ	conj	демографический	17	10
5	отношении	10	NOUN	nmod	отношение	17	10
6	Россия	10	PROPN	nsubj	россия	17	10
7	является	10	VERB	cop	являться	17	10
8	сравнительно	9	ADV	advmod	сравнительно	17	10
9	большой	10	ADJ	amod	большой	17	10
10	страной,	0	NOUN	ROOT	страна	17	10
11	которая	12	DET	nsubj	который	17	10
12	занимает	10	VERB	acl:relcl	занимать	17	10
13	значительную	14	ADJ	amod	значительный	17	10
14	часть	12	NOUN	dobj	часть	17	10
15	земного	14	ADJ	nmod	земной	17	10
16	шара.	12	ADJ	punct	шар	17	10
1	Россия	5	PROPN	nsubj	россия	18	10
2	—	1	PUNCT	punct	"—
"	18	10
3	далеко	5	ADV	advmod	далеко	18	10
4	не	5	PART	neg	не	18	10
5	«супердержава»,	0	VERB	ROOT	супердержава	18	10
6	но	5	CONJ	cc	но	18	10
7	она	9	PRON	nsubj	она	18	10
8	является	9	VERB	cop	являться	18	10
9	крупнейшим	12	ADJ	amod	крупный	18	10
10	в	11	ADP	case	в	18	10
11	мире	9	NOUN	nmod	мир	18	10
12	экспортером	5	NOUN	conj	экспортер	18	10
13	энергоносителей,	12	NOUN	nmod	энергоноситель	18	10
14	страной,	13	NOUN	appos	страна	18	10
15	занимающей	14	VERB	acl	занимать	18	10
16	второе	17	ADJ	amod	второй	18	10
17	место	15	NOUN	dobj	место	18	10
18	в	19	ADP	case	в	18	10
19	мире	17	NOUN	nmod	мир	18	10
20	по	21	ADP	case	по	18	10
21	продаже	17	NOUN	nmod	продажа	18	10
22	оружия,	21	NOUN	nmod	оружие	18	10
23	и	21	CONJ	cc	и	18	10
24	большим	25	ADJ	amod	большой	18	10
25	(хотя	21	NOUN	conj	хотя	18	10
26	и	25	CONJ	cc	и	18	10
27	урезанным!)	29	ADJ	amod	урезать	18	10
28	рынком	29	ADJ	amod	рынок	18	10
29	сбыта	25	NOUN	conj	сбыт	18	10
30	товаров	29	NOUN	nmod	товар	18	10
31	многочисленных	34	ADJ	amod	многочисленный	18	10
32	крупных	34	ADJ	amod	крупный	18	10
33	европейских	34	ADJ	amod	европейский	18	10
34	компаний.	30	NOUN	nmod	компания	18	10
1	Как	2	ADP	case	как	19	10
2	бы	5	PRON	nmod	бы	19	10
3	там	5	ADV	advmod	там	19	10
4	ни	5	PART	neg	ни	19	10
5	было,	0	VERB	ROOT	быть	19	10
6	но	5	CONJ	cc	но	19	10
7	Россия	9	PROPN	nsubjpass	россия	19	10
8	—	7	PUNCT	nmod	"—
"	19	10
9	страна	5	VERB	conj	страна	19	10
10	немаловажная,	19	ADJ	amod	немаловажный	19	10
11	и	10	CONJ	cc	и	19	10
12	по	13	ADP	case	по	19	10
13	значимости	16	NOUN	nmod	значимость	19	10
14	с	15	ADP	case	с	19	10
15	ней	13	PRON	nmod	она	19	10
16	могут	10	VERB	conj	мочь	19	10
17	сравниться	16	VERB	xcomp	сравниться	19	10
18	немногие	19	ADJ	amod	немногие	19	10
19	страны.	9	NOUN	nsubjpass	страна	19	10
1	Почему	2	ADV	advmod	почему	20	10
2	важно	0	VERB	ROOT	важно	20	10
3	обратить	2	VERB	xcomp	обращать	20	10
4	на	6	ADP	case	на	20	10
5	это	6	DET	det	это	20	10
6	внимание?	3	ADJ	nmod	внимание	20	10
1	Учитывая,	18	VERB	advcl	учитывать	21	10
2	что	14	SCONJ	mark	что	21	10
3	основу	14	NOUN	dobj	основа	21	10
4	сегодняшнего	5	ADJ	amod	сегодняшний	21	10
5	сближения	3	NOUN	nmod	сближение	21	10
6	между	7	ADP	case	между	21	10
7	Россией	5	PROPN	nmod	россия	21	10
8	и	7	CONJ	cc	и	21	10
9	Западом	7	NOUN	conj	запад	21	10
10	нельзя	3	ADJ	amod	нельзя	21	10
11	назвать	3	VERB	acl	называть	21	10
12	прочной	13	ADJ	amod	прочный	21	10
13	(по	11	NOUN	dobj	по	21	10
14	сути,	18	VERB	advcl	суть	21	10
15	это	18	DET	nsubj	это	21	10
16	лишь	18	X	discourse	лишь	21	10
17	взаимное	18	ADJ	amod	взаимный	21	10
18	согласие	29	NOUN	nsubj	согласие	21	10
19	с	20	ADP	case	с	21	10
20	тем,	18	NOUN	nmod	то	21	10
21	что	29	SCONJ	mark	что	21	10
22	«ИГИЛ	29	PROPN	discourse	игил	21	10
23	—	29	PUNCT	punct	"—
"	21	10
24	это	29	DET	nsubj	это	21	10
25	зло»),	29	PART	advmod	зло	21	10
26	она	29	PRON	nsubj	она	21	10
27	вероятнее	28	ADV	advmod	вероятный	21	10
28	всего,	29	DET	iobj	всего	21	10
29	недолговечна.	0	ADJ	ROOT	недолговечный	21	10
1	Можно	0	VERB	ROOT	можно	22	10
2	предположить,	1	VERB	xcomp	предполагать	22	10
3	что	17	SCONJ	mark	что	22	10
4	в	5	ADP	case	в	22	10
5	ходе	17	NOUN	nmod	ход	22	10
6	какой-то	5	PUNCT	nmod	какой-то	22	10
7	совместной	8	ADJ	amod	совместный	22	10
8	кампании	6	NOUN	nmod	кампания	22	10
9	России	8	PROPN	nmod	россия	22	10
10	и	9	CONJ	cc	и	22	10
11	НАТО	9	PROPN	conj	нато	22	10
12	через	13	ADP	case	через	22	10
13	пару	17	NOUN	nmod	пара	22	10
14	лет,	13	NOUN	nmod	год	22	10
15	возможно,	17	ADV	advmod	возможно	22	10
16	будет	17	VERB	auxpass	быть	22	10
17	достигнут	2	VERB	ccomp	достигать	22	10
18	результат,	17	NOUN	iobj	результат	22	10
19	который	18	DET	nmod	который	22	10
20	можно	1	VERB	parataxis	можно	22	10
21	будет	20	VERB	aux	быть	22	10
22	с	24	ADP	case	с	22	10
23	некоторой	24	ADJ	amod	некоторый	22	10
24	долей	21	NOUN	nmod	доля	22	10
25	убедительности	24	NOUN	nmod	убедительность	22	10
26	назвать	25	VERB	acl	называть	22	10
27	«победой	26	VERB	xcomp	победа	22	10
28	над	29	ADP	case	над	22	10
29	ИГИЛ»*.	27	PROPN	nmod	игил	22	10
1	После	3	ADP	case	после	23	10
2	этого	3	DET	det	это	23	10
3	отношения	12	NOUN	nmod	отношение	23	10
4	между	5	ADP	case	между	23	10
5	Россией	3	PROPN	nmod	россия	23	10
6	и	5	CONJ	cc	и	23	10
7	Западом,	5	NOUN	conj	запад	23	10
8	вероятнее	10	ADV	advmod	вероятный	23	10
9	всего,	10	DET	det	всего	23	10
10	опять	11	ADV	advmod	опять	23	10
11	резко	12	ADV	advmod	резко	23	10
12	ухудшатся.	0	PUNCT	ROOT	ухудшаться	23	10
1	Если	4	SCONJ	mark	если	24	10
2	это	4	DET	nsubj	это	24	10
3	когда-либо	4	X	advmod	когда-либо	24	10
4	произойдет,	7	VERB	advcl	происходить	24	10
5	риторика	4	NOUN	dobj	риторика	24	10
6	вновь	7	ADV	advmod	вновь	24	10
7	поменяется,	0	VERB	ROOT	поменяться	24	10
8	и	7	CONJ	cc	и	24	10
9	все	10	DET	det	все	24	10
10	опять	11	ADV	advmod	опять	24	10
11	будут	7	VERB	conj	быть	24	10
12	говорить	11	VERB	xcomp	говорить	24	10
13	об	14	ADP	case	об	24	10
14	«изоляции»	12	NOUN	nmod	изоляция	24	10
15	России.	14	PROPN	nmod	россия	24	10
1	Но	4	CONJ	cc:preconj	но	25	10
2	это	4	DET	nsubj	это	25	10
3	не	4	PART	neg	не	25	10
4	так,	0	DET	ROOT	так	25	10
5	поскольку	12	SCONJ	mark	поскольку	25	10
6	качество	12	NOUN	nsubj	качество	25	10
7	отношений	6	NOUN	nmod	отношение	25	10
8	России	7	PROPN	nmod	россия	25	10
9	с	10	ADP	case	с	25	10
10	Западом	6	NOUN	nmod	запад	25	10
11	не	12	PART	neg	не	25	10
12	влияет	4	VERB	acl:relcl	влиять	25	10
13	на	14	ADP	case	на	25	10
14	ее	12	PRON	nmod	она	25	10
15	международную	16	ADJ	amod	международный	25	10
16	значимость.	12	NOUN	dobj	значимость	25	10
1	Независимо	4	ADJ	nsubj	независимо	26	10
2	от	3	ADP	case	от	26	10
3	того,	1	DET	nmod	то	26	10
4	любят	0	VERB	ROOT	любить	26	10
5	ее	4	PRON	dobj	она	26	10
6	или	4	CONJ	cc	или	26	10
7	ненавидят,	9	VERB	advcl	ненавидеть	26	10
8	Россия	9	PROPN	nsubj	россия	26	10
9	сохранит	4	VERB	conj	сохранять	26	10
10	свою	12	PRON	det	свой	26	10
11	важную	12	ADJ	amod	важный	26	10
12	роль	9	NOUN	dobj	роль	26	10
13	в	15	ADP	case	в	26	10
14	мировой	15	ADJ	amod	мировой	26	10
15	экономике	12	NOUN	nmod	экономика	26	10
16	и	15	CONJ	cc	и	26	10
17	дипломатии.	15	NOUN	conj	дипломатия	26	10
1	«Изолировать»	3	ADP	case	изолировать	27	10
2	такую	3	ADJ	amod	такой	27	10
3	большую	10	NOUN	nmod	большой	27	10
4	и	3	CONJ	cc	и	27	10
5	сильную	6	ADJ	amod	сильный	27	10
6	страну,	3	NOUN	conj	страна	27	10
7	как	8	ADP	case	как	27	10
8	Россия,	6	PROPN	nmod	россия	27	10
9	попросту	10	ADV	advmod	попросту	27	10
10	невозможно.	0	ADJ	ROOT	невозможно	27	10
1	Запад	2	NOUN	nsubj	запад	28	10
2	может	0	VERB	ROOT	может	28	10
3	причинить	2	VERB	xcomp	причинять	28	10
4	ущерб	3	NOUN	dobj	ущерб	28	10
5	российской	6	ADJ	amod	российский	28	10
6	экономике,	3	NOUN	dobj	экономика	28	10
7	ограничить	6	VERB	acl	ограничивать	28	10
8	поездки	7	NOUN	dobj	поездка	28	10
9	российских	10	ADJ	amod	российский	28	10
10	олигархов	8	NOUN	nmod	олигарх	28	10
11	и	3	CONJ	cc	и	28	10
12	даже	13	X	discourse	даже	28	10
13	заморозить	3	VERB	conj	замораживать	28	10
14	активы	13	NOUN	dobj	актив	28	10
15	крупнейших	17	ADJ	amod	крупный	28	10
16	российских	17	ADJ	amod	российский	28	10
17	компаний,	14	NOUN	nmod	компания	28	10
18	но	13	CONJ	cc	но	28	10
19	это	21	DET	nsubj	это	28	10
20	не	21	PART	neg	не	28	10
21	«изоляция».	13	PUNCT	conj	изоляция	28	10
1	Сегодняшнее	2	ADV	advmod	сегодняшний	29	10
2	—	0	PUNCT	ROOT	"—
"	29	10
3	по	7	ADP	case	по	29	10
4	всей	7	DET	det	весь	29	10
5	видимости,	4	VERB	cop	видимость	29	10
6	кратковременное	7	ADJ	amod	кратковременный	29	10
7	—	13	PUNCT	nmod	"—
"	29	10
8	сближение	13	NOUN	nsubj	сближение	29	10
9	двух	10	NUM	nummod	два	29	10
10	сторон	8	NOUN	nmod	сторона	29	10
11	является	13	VERB	cop	являться	29	10
12	удачным	13	ADJ	amod	удачный	29	10
13	моментом,	2	NOUN	acl:relcl	момент	29	10
14	чтобы	15	SCONJ	mark	чтобы	29	10
15	вспомнить	13	VERB	xcomp	вспомнить	29	10
16	об	17	ADP	case	об	29	10
17	этом.	15	DET	nmod	это	29	10
1	*Это	6	DET	nsubj	*	30	10
2	будет	6	VERB	cop	быть	30	10
3	не	4	PART	neg	не	30	10
4	настоящая	6	VERB	acl	настоящий	30	10
5	полная	6	ADJ	amod	полный	30	10
6	победа	0	NOUN	ROOT	победа	30	10
7	над	8	ADP	case	над	30	10
8	ИГИЛ,	6	PROPN	nmod	игил	30	10
9	а	6	CONJ	cc	а	30	10
10	лишь	11	X	discourse	лишь	30	10
11	ее	19	PRON	nmod	она	30	10
12	видимость,	14	ADP	case	видимость	30	10
13	своего	14	PRON	det	свой	30	10
14	рода	19	NOUN	nmod	род	30	10
15	ощущение	19	NOUN	nsubj	ощущение	30	10
16	«выполненной	17	ADJ	amod	выполнять	30	10
17	миссии»,	15	NOUN	nmod	миссия	30	10
18	которое	15	DET	nmod	который	30	10
19	позволит	6	VERB	conj	позволять	30	10
20	России	19	PROPN	dobj	россия	30	10
21	и	20	CONJ	cc	и	30	10
22	Западу	20	NOUN	conj	запад	30	10
23	сделать	19	VERB	xcomp	сделать	30	10
24	вид,	23	NOUN	dobj	вид	30	10
25	что	27	SCONJ	mark	что	30	10
26	они	27	PRON	nsubj	они	30	10
27	победили,	24	VERB	acl:relcl	побеждать	30	10
28	а	27	CONJ	cc	а	30	10
29	затем	30	ADV	advmod	затем	30	10
30	разойтись	27	VERB	conj	расходиться	30	10
31	по	32	ADP	case	по	30	10
32	домам.	30	NOUN	nmod	дом	30	10
1	Рецепт	5	PRON	nsubj	рецепт	1	11
2	против	3	ADP	case	против	1	11
3	кризиса:	5	NOUN	nmod	кризис	1	11
4	Путин	5	PROPN	nsubj	путин	1	11
5	указывает	0	VERB	ROOT	указывать	1	11
6	своего	7	PRON	det	свой	1	11
7	преемника	5	NOUN	dobj	преемник	1	11
1	inosmi.ruПосмотреть	0	VERB	ROOT	inosmi	2	11
2	оригиналапрель	1	NOUN	nsubj	оригиналапрель	2	11
3	21-го,	4	NUM	nummod	21	2	11
4	2016	2	NUM	nummod	2016	2	11
1	Ухудшающаяся	3	VERB	acl	ухудшаться	3	11
2	экономическая	3	ADJ	amod	экономический	3	11
3	ситуация	4	NOUN	nsubj	ситуация	3	11
4	заставляет	0	VERB	ROOT	заставлять	3	11
5	руководство	4	NOUN	dobj	руководство	3	11
6	российского	7	ADJ	amod	российский	3	11
7	«нефтегосударства»	5	NOUN	nmod	нефтегосударство	3	11
8	обратиться	4	VERB	xcomp	обращаться	3	11
9	к	10	ADP	case	к	3	11
10	стратегии	8	NOUN	nmod	стратегия	3	11
11	«Дмитрий	10	PROPN	appos	дмитрий	3	11
12	Медведев	11	PROPN	name	медведев	3	11
13	2.0».	11	NUM	nummod	2.0	3	11
1	И,	2	ADV	advmod	и	4	11
2	видимо,	0	VERB	ROOT	видимо	4	11
3	в	5	ADP	case	в	4	11
4	ее	5	PRON	det	она	4	11
5	рамках	8	NOUN	nmod	рамка	4	11
6	Владимир	8	PROPN	nsubj	владимир	4	11
7	Путин	6	PROPN	name	путин	4	11
8	готовит	2	VERB	parataxis	готовить	4	11
9	известного	10	ADJ	amod	известный	4	11
10	либерала	8	NOUN	dobj	либерал	4	11
11	и	10	CONJ	cc	и	4	11
12	специалиста	10	NOUN	conj	специалист	4	11
13	по	14	ADP	case	по	4	11
14	экономике	12	NOUN	nmod	экономика	4	11
15	в	17	ADP	case	в	4	11
16	новые	17	ADJ	amod	новый	4	11
17	хозяева	14	NOUN	nmod	хозяин	4	11
18	Кремля.	17	PROPN	appos	кремль	4	11
1	Глубокий	3	ADJ	amod	глубокий	5	11
2	экономический	3	ADJ	amod	экономический	5	11
3	кризис	17	NOUN	nsubj	кризис	5	11
4	в	5	ADP	case	в	5	11
5	России,	3	PROPN	nmod	россия	5	11
6	связанный	3	VERB	acl	связанный	5	11
7	с	9	ADP	case	с	5	11
8	рекордным	9	ADJ	amod	рекордный	5	11
9	влиянием	6	NOUN	nmod	влияние	5	11
10	экспорта	9	NOUN	nmod	экспорт	5	11
11	углеводородов	10	NOUN	nmod	углеводород	5	11
12	на	13	ADP	case	на	5	11
13	состояние	6	NOUN	nmod	состояние	5	11
14	государственного	15	ADJ	amod	государственный	5	11
15	бюджета	13	NOUN	nmod	бюджет	5	11
16	стал	17	VERB	cop	становиться	5	11
17	фактом.	0	NOUN	ROOT	факт	5	11
1	Из-за	3	ADP	case	из-за	6	11
2	этой	3	DET	det	этот	6	11
3	зависимости	12	NOUN	nmod	зависимость	6	11
4	финансовые	12	ADJ	amod	финансовый	6	11
5	и	4	CONJ	cc	и	6	11
6	технологические	4	ADJ	conj	технологический	6	11
7	санкции,	8	ADV	advmod	санкция	6	11
8	направленные	12	VERB	acl	направлять	6	11
9	против	11	ADP	case	против	6	11
10	нефтяного	11	ADJ	amod	нефтяной	6	11
11	сектора,	8	NOUN	nmod	сектор	6	11
12	оказались	0	VERB	ROOT	оказываться	6	11
13	очень	14	ADV	advmod	очень	6	11
14	болезненными.	12	VERB	xcomp	болезненный	6	11
1	Еще	4	X	case	еще	7	11
2	более	3	ADV	advmod	более	7	11
3	сильное	4	ADJ	amod	сильный	7	11
4	влияние	8	NOUN	nmod	влияние	7	11
5	на	7	ADP	case	на	7	11
6	российскую	7	ADJ	amod	российский	7	11
7	экономику	8	NOUN	nmod	экономика	7	11
8	оказывает	0	VERB	ROOT	оказывать	7	11
9	продолжительное	10	ADJ	amod	продолжительный	7	11
10	сохранение	8	NOUN	dobj	сохранение	7	11
11	низких	12	ADJ	amod	низкий	7	11
12	цен	10	NOUN	nmod	цена	7	11
13	на	14	ADP	case	на	7	11
14	нефть.	8	PUNCT	nmod	нефть	7	11
1	Все	2	DET	det	все	8	11
2	это	3	DET	nsubj	это	8	11
3	труизмы,	0	NOUN	ROOT	труизм	8	11
4	но	3	CONJ	cc	но	8	11
5	о	6	ADP	case	о	8	11
6	них	7	PRON	nmod	они	8	11
7	следует	3	VERB	conj	следовать	8	11
8	вспомнить	7	VERB	xcomp	вспомнить	8	11
9	еще	10	ADV	advmod	еще	8	11
10	раз,	18	VERB	acl	раз	8	11
11	поскольку	16	SCONJ	mark	поскольку	8	11
12	эти	13	DET	det	этот	8	11
13	факторы	16	NOUN	nsubj	фактор	8	11
14	больше	16	ADV	advmod	больше	8	11
15	года	14	NOUN	nmod	год	8	11
16	определяют	10	VERB	advcl	определять	8	11
17	ключевые	18	ADJ	amod	ключевой	8	11
18	действия	8	NOUN	nsubj	действие	8	11
19	Кремля.	18	ADJ	amod	кремль	8	11
1	Понимая	7	VERB	advcl	понимать	9	11
2	всю	3	DET	det	весь	9	11
3	серьезность	1	NOUN	dobj	серьезность	9	11
4	ситуации,	3	PUNCT	appos	ситуация	9	11
5	российские	6	ADJ	amod	российский	9	11
6	власти	7	NOUN	nsubj	власть	9	11
7	пытаются	0	VERB	ROOT	пытаться	9	11
8	перезагрузить	7	VERB	xcomp	перезагружать	9	11
9	свои	10	PRON	det	свой	9	11
10	отношения	8	NOUN	dobj	отношение	9	11
11	с	13	ADP	case	с	9	11
12	Европейским	13	ADJ	amod	европейский	9	11
13	союзом.	10	NOUN	nmod	союз	9	11
1	Так	2	ADV	advmod	так	10	11
2	следует	0	VERB	ROOT	следовать	10	11
3	понимать	2	VERB	xcomp	понимать	10	11
4	дипломатические	5	ADJ	amod	дипломатический	10	11
5	сигналы,	3	NOUN	dobj	сигнал	10	11
6	которые	7	DET	dobj	который	10	11
7	поступают	2	VERB	advcl	поступать	10	11
8	из	9	ADP	case	из	10	11
9	России,	7	PROPN	nmod	россия	10	11
10	по	12	ADP	case	по	10	11
11	меньшей	12	ADJ	amod	меньший	10	11
12	мере,	7	NOUN	nmod	мера	10	11
13	с	14	ADP	case	с	10	11
14	момента	7	NOUN	nmod	момент	10	11
15	нападения	14	NOUN	nmod	нападение	10	11
16	на	17	ADP	case	на	10	11
17	редакцию	15	NOUN	nmod	редакция	10	11
18	журнала	17	NOUN	nmod	журнал	10	11
19	Charlie	18	PROPN	appos	Charlie	10	11
20	Hebdo	19	PROPN	name	Hebdo	10	11
21	в	22	ADP	case	в	10	11
22	январе	15	PROPN	nmod	январь	10	11
23	2015	26	ADJ	amod	2015	10	11
24	и	23	CONJ	cc	и	10	11
25	последовавших	23	VERB	conj	последовать	10	11
26	трагедий	15	NOUN	nmod	трагедия	10	11
27	с	28	ADP	case	с	10	11
28	участием	26	NOUN	nmod	участие	10	11
29	экстремистов	28	NOUN	nmod	экстремист	10	11
30	ИГИЛ	29	PROPN	appos	игил	10	11
31	в	32	ADP	case	в	10	11
32	Париже	26	PROPN	nmod	париж	10	11
33	и	32	CONJ	cc	и	10	11
34	Брюсселе.	32	PROPN	conj	брюссель	10	11
1	Сигналы	5	PROPN	nsubj	сигнал	11	11
2	были	5	VERB	cop	быть	11	11
3	очень	4	ADV	advmod	очень	11	11
4	четкими:	5	ADJ	amod	четкий	11	11
5	давайте	0	NOUN	ROOT	давать	11	11
6	вести	5	VERB	xcomp	весть	11	11
7	сотрудничество	6	NOUN	dobj	сотрудничество	11	11
8	в	9	ADP	case	в	11	11
9	борьбе	7	NOUN	nmod	борьба	11	11
10	с	11	ADP	case	с	11	11
11	терроризмом.	9	NOUN	nmod	терроризм	11	11
1	Такая	3	ADJ	amod	такой	12	11
2	кооперация,	3	ADJ	amod	кооперация	12	11
3	конечно,	4	NOUN	nsubj	конечно	12	11
4	означала	0	VERB	ROOT	означать	12	11
5	бы	4	PART	cc	бы	12	11
6	завершение	12	NOUN	dobj	завершение	12	11
7	российской	8	ADJ	amod	российский	12	11
8	изоляции	6	NOUN	nmod	изоляция	12	11
9	как	6	ADP	mwe	как	12	11
10	в	11	ADP	case	в	12	11
11	сфере	12	NOUN	nmod	сфера	12	11
12	безопасности,	4	VERB	conj	безопасность	12	11
13	так	12	ADV	advmod	так	12	11
14	и	12	CONJ	cc	и	12	11
15	экономики,	12	NOUN	conj	экономика	12	11
16	а	12	CONJ	cc	а	12	11
17	в	18	ADP	case	в	12	11
18	итоге	12	NOUN	nmod	итог	12	11
19	отмену	18	NOUN	nmod	отмена	12	11
20	санкций.	19	PUNCT	nmod	санкция	12	11
1	После	2	ADP	case	после	13	11
2	событий	12	NOUN	nmod	событие	13	11
3	в	4	ADP	case	в	13	11
4	Charlie	2	NOUN	nmod	Charlie	13	11
5	Hebdo,	12	PUNCT	nsubj	Hebdo	13	11
6	а,	12	ADV	advmod	а	13	11
7	возможно,	12	VERB	nsubj	возможно	13	11
8	параллельно	12	ADV	advmod	параллельно	13	11
9	с	10	ADP	case	с	13	11
10	ними,	12	PRON	nmod	они	13	11
11	Москва	12	PROPN	nsubj	москва	13	11
12	решила	0	VERB	ROOT	решать	13	11
13	привлечь	12	VERB	xcomp	привлекать	13	11
14	европейских	15	ADJ	amod	европейский	13	11
15	партнеров	13	NOUN	dobj	партнер	13	11
16	при	17	ADP	case	при	13	11
17	помощи	13	NOUN	nmod	помощь	13	11
18	нового	20	ADJ	amod	новое	13	11
19	энергетического	20	ADJ	amod	энергетический	13	11
20	мегапроекта.	17	NOUN	nmod	мегапроект	13	11
1	В	2	ADP	case	в	14	11
2	середине	5	NOUN	nmod	середина	14	11
3	2015	4	ADJ	amod	2015	14	11
4	года	2	NOUN	nmod	год	14	11
5	стало	0	VERB	ROOT	становиться	14	11
6	ясно,	9	ADJ	punct	ясно	14	11
7	что	9	SCONJ	mark	что	14	11
8	Газпром	9	PROPN	iobj	газпром	14	11
9	намеревается	5	VERB	ccomp	намереваться	14	11
10	увеличить	9	VERB	xcomp	увеличивать	14	11
11	пропускную	12	ADJ	amod	пропускной	14	11
12	способность	10	NOUN	dobj	способность	14	11
13	газопровода	12	NOUN	nmod	газопровод	14	11
14	в	16	ADP	case	в	14	11
15	Балтийском	16	ADJ	amod	балтийский	14	11
16	море	10	NOUN	nmod	море	14	11
17	благодаря	19	ADP	case	благодаря	14	11
18	«Северному	19	ADJ	amod	северный	14	11
19	потоку-2».	10	PUNCT	nmod	поток	14	11
1	Целью	0	NOUN	ROOT	цель	15	11
2	этой	3	DET	det	этот	15	11
3	инвестиции	1	NOUN	nmod	инвестиция	15	11
4	изначально	5	ADV	advmod	изначально	15	11
5	было	1	VERB	cop	быть	15	11
6	стремление	1	NOUN	nsubj	стремление	15	11
7	преодолеть	6	VERB	acl	преодолевать	15	11
8	изоляцию,	7	NOUN	dobj	изоляция	15	11
9	а	8	CONJ	cc	а	15	11
10	благодаря	11	ADP	case	благодаря	15	11
11	этому	13	DET	nmod	это	15	11
12	также	13	CONJ	cc:preconj	также	15	11
13	выйти	8	VERB	acl	выходить	15	11
14	из	16	ADP	case	из	15	11
15	экономического	16	ADJ	amod	экономический	15	11
16	кризиса	13	NOUN	nmod	кризис	15	11
17	и	13	CONJ	cc	и	15	11
18	обеспечить	13	VERB	conj	обеспечивать	15	11
19	себе	18	PRON	dobj	себя	15	11
20	перспективы	19	NOUN	nmod	перспектива	15	11
21	сбыта	20	NOUN	nmod	сбыт	15	11
22	углеводородов	21	NOUN	nmod	углеводород	15	11
23	на	24	ADP	case	на	15	11
24	фоне	18	NOUN	nmod	фон	15	11
25	бурно	26	ADV	advmod	бурно	15	11
26	развивающегося	27	VERB	acl	развиваться	15	11
27	рынка	24	NOUN	nmod	рынок	15	11
28	сжиженного	30	ADJ	amod	сжиженный	15	11
29	природного	30	ADJ	amod	природный	15	11
30	газа.	27	NOUN	nmod	газ	15	11
1	Однако	5	CONJ	cc:preconj	однако	16	11
2	реализации	5	NOUN	nsubj	реализация	16	11
3	этих	4	DET	det	этот	16	11
4	планов	2	NOUN	nmod	план	16	11
5	препятствовали	0	VERB	ROOT	препятствовать	16	11
6	государства	5	NOUN	dobj	государство	16	11
7	Центральной	8	ADJ	amod	центральный	16	11
8	Европы,	6	PROPN	nmod	европа	16	11
9	подчеркивавшие	6	VERB	acl	подчеркивать	16	11
10	несоответствие	9	NOUN	dobj	несоответствие	16	11
11	проекта	10	NOUN	nmod	проект	16	11
12	«Северный	14	ADJ	amod	северный	16	11
13	поток-2»	12	PUNCT	iobj	поток	16	11
14	нормам	11	NOUN	iobj	норма	16	11
15	Энергетического	16	ADJ	amod	энергетический	16	11
16	союза.	14	NOUN	nmod	союз	16	11
1	Ни	2	PART	neg	ни	17	11
2	попытка	12	NOUN	nsubj	попытка	17	11
3	войти	2	VERB	xcomp	входить	17	11
4	в	7	ADP	case	в	17	11
5	совместный	7	ADJ	amod	совместный	17	11
6	антитеррористический	7	ADJ	amod	антитеррористический	17	11
7	фронт,	3	NOUN	nmod	фронт	17	11
8	ни	9	PART	neg	ни	17	11
9	«Северный	10	ADJ	amod	северный	17	11
10	поток-2»	12	PUNCT	nsubj	поток	17	11
11	не	12	PART	neg	не	17	11
12	позволили	0	VERB	ROOT	позволять	17	11
13	России	12	PROPN	nmod	россия	17	11
14	преодолеть	12	VERB	xcomp	преодолевать	17	11
15	изоляцию,	14	ADV	advmod	изоляция	17	11
16	а	14	CONJ	cc	а	17	11
17	низкие	18	ADJ	amod	низкий	17	11
18	цены	34	NOUN	nsubj	цена	17	11
19	на	20	ADP	case	на	17	11
20	нефть	18	NOUN	nmod	нефть	17	11
21	и	20	CONJ	cc	и	17	11
22	санкции	20	NOUN	conj	санкция	17	11
23	(ключевой	24	ADJ	amod	ключевой	17	11
24	аспект	22	NOUN	nmod	аспект	17	11
25	кредитных	26	ADJ	amod	кредитный	17	11
26	ограничений	24	NOUN	nmod	ограничение	17	11
27	для	29	ADP	case	для	17	11
28	таких	29	ADJ	amod	такой	17	11
29	компаний	26	NOUN	nmod	компания	17	11
30	как	31	ADP	case	как	17	11
31	Роснефть!)	29	PROPN	nmod	роснефть	17	11
32	все	33	DET	det	все	17	11
33	сильнее	34	ADV	advmod	сильно	17	11
34	расшатывали	14	VERB	conj	расшатывать	17	11
35	российскую	37	ADJ	amod	российский	17	11
