	word_id	word	parent_id	tag	dependency	lemmatized	sentence_id	doc_id	pol	ne
1687	3	что	16	SCONJ	mark	что	21	2	0	0
1688	4	Голаны	16	PROPN	nsubj	голан	21	2	0	0
1689	5	со	6	ADP	case	со	21	2	0	0
1690	6	времен	4	NOUN	nmod	время	21	2	0	0
1691	7	их	8	PRON	det	они	21	2	0	0
1692	8	захвата	6	NOUN	nmod	захват	21	2	0	0
1693	9	Израилем	6	PROPN	iobj	израиль	21	2	0	0
1694	10	в	12	ADP	case	в	21	2	0	0
1695	11	1967	12	ADJ	amod	1967	21	2	0	0
1696	12	году	6	NOUN	nmod	год	21	2	0	0
1697	13	были	16	VERB	cop	быть	21	2	0	0
1698	14	неким	16	ADJ	amod	некий	21	2	0	0
1699	15	страховым	16	ADJ	amod	страховой	21	2	0	0
1700	16	полюсом	1	NOUN	ccomp	полюс	21	2	0	0
1701	17	для	19	ADP	case	для	21	2	0	0
1702	18	сирийского	19	ADJ	amod	сирийский	21	2	0	0
1703	19	режима.	16	NOUN	nmod	режим	21	2	0	0
1704	1	Бывший	2	ADJ	amod	бывший	22	2	0	0
1705	2	президент	5	NOUN	nsubj	президент	22	2	0	0
1706	3	Хафез	2	PROPN	appos	хафез	22	2	0	0
1707	4	Асад	3	PROPN	name	асад	22	2	0	0
1708	5	предпринимал	0	VERB	ROOT	предпринимать	22	2	0	0
1709	6	попытки	5	NOUN	dobj	попытка	22	2	0	0
1710	7	вернуть	6	VERB	acl	вернуть	22	2	0	0
1711	8	эти	9	DET	det	этот	22	2	0	0
1712	9	территории	7	NOUN	dobj	территория	22	2	0	0
1713	10	Сирии,	9	PROPN	nmod	сирия	22	2	0	0
1714	11	но	5	CONJ	cc	но	22	2	0	0
1715	12	безрезультатно.	5	ADJ	conj	безрезультатно	22	2	0	0
1716	1	Однако	7	CONJ	cc:preconj	однако	23	2	0	0
1717	2	алавитский	3	ADJ	amod	алавитский	23	2	0	0
1718	3	режим	7	NOUN	nsubj	режим	23	2	0	0
1719	4	никогда	7	ADV	advmod	никогда	23	2	0	0
1720	5	всерьез	7	DET	nsubj	всерьез	23	2	0	0
1721	6	не	7	PART	neg	не	23	2	0	0
1722	7	планировал	0	VERB	ROOT	планировать	23	2	0	0
1723	8	возврат	7	NOUN	dobj	возврат	23	2	0	0
1724	9	этих	10	DET	det	этот	23	2	0	0
1725	10	территорий	8	NOUN	nmod	территория	23	2	0	0
1726	11	под	13	ADP	case	под	23	2	0	0
1727	12	свой	13	PRON	det	свой	23	2	0	0
1728	13	контроль.	7	NOUN	nmod	контроль	23	2	0	0
1729	1	Намного	2	ADJ	amod	намного	24	2	0	0
1730	2	выгоднее	5	ADV	advmod	выгодно	24	2	0	0
1731	3	для	4	ADP	case	для	24	2	0	0
1732	4	него	5	PRON	nmod	он	24	2	0	0
1733	5	было,	0	VERB	ROOT	быть	24	2	0	0
1734	6	чтобы	9	SCONJ	mark	чтобы	24	2	0	0
1735	7	Голанские	8	ADJ	amod	голанский	24	2	0	0
1736	8	высоты	9	NOUN	nsubj	высота	24	2	0	0
1737	9	оставались	5	VERB	ccomp	оставаться	24	2	0	0
1738	10	предметом	9	NOUN	iobj	предмет	24	2	0	0
1739	11	торговли	10	NOUN	nmod	торговля	24	2	0	0
1740	12	с	13	ADP	case	с	24	2	0	0
1741	13	Израилем.	11	PROPN	nmod	израиль	24	2	0	0
1742	1	С	3	ADP	case	с	25	2	0	0
1743	2	одной	3	NUM	nummod	один	25	2	0	0
1744	3	стороны,	6	NOUN	nmod	сторона	25	2	0	0
1745	4	это	6	DET	nsubj	это	25	2	0	0
1746	5	было	6	VERB	cop	быть	25	2	0	0
1747	6	важно	0	ADJ	ROOT	важно	25	2	0	0
1748	7	для	8	ADP	case	для	25	2	0	0
1749	8	сохранения	6	NOUN	nmod	сохранение	25	2	0	0
1750	9	режима	8	NOUN	nmod	режим	25	2	0	0
1751	10	в	11	ADP	case	в	25	2	0	0
1752	11	принципе,	6	NOUN	nmod	принцип	25	2	0	0
1753	12	с	14	ADP	case	с	25	2	0	0
1754	13	другой	14	ADJ	amod	другой	25	2	0	0
1755	14	—	6	SYM	nmod	"—
"	25	2	0	0
1756	15	чтобы	16	SCONJ	mark	чтобы	25	2	0	0
1757	16	передать	6	VERB	xcomp	передавать	25	2	0	0
1758	17	власть	16	NOUN	dobj	власть	25	2	0	0
1759	18	в	19	ADP	case	в	25	2	0	0
1760	19	стране	16	NOUN	nmod	страна	25	2	0	0
1761	20	нынешнему	21	ADJ	amod	нынешний	25	2	0	0
1762	21	президенту	16	NOUN	iobj	президент	25	2	0	0
1763	22	Башару	21	PROPN	appos	башар	25	2	0	0
1764	23	Асаду.	22	PROPN	name	асад	25	2	0	0
1765	1	О	2	ADP	case	о	26	2	0	0
1766	2	том,	12	DET	nmod	том	26	2	0	0
1767	3	что	7	SCONJ	mark	что	26	2	0	0
1768	4	сирийские	5	ADJ	amod	сирийский	26	2	0	0
1769	5	правители	7	NOUN	nsubj	правитель	26	2	0	0
1770	6	не	7	PART	neg	не	26	2	0	0
1771	7	планировали	12	VERB	advcl	планировать	26	2	0	0
1772	8	бороться	7	VERB	xcomp	бороться	26	2	0	0
1773	9	за	10	ADP	case	за	26	2	0	0
1774	10	высоты,	8	NOUN	nmod	высота	26	2	0	0
1775	11	прекрасно	12	ADV	advmod	прекрасно	26	2	0	0
1776	12	знал	0	VERB	ROOT	знать	26	2	0	0
1777	13	Израиль,	12	PROPN	dobj	израиль	26	2	0	0
1778	14	но	12	CONJ	cc	но	26	2	0	0
1779	15	продолжал	12	VERB	conj	продолжать	26	2	0	0
1780	16	играть	15	VERB	xcomp	играть	26	2	0	0
1781	17	в	18	ADP	case	в	26	2	0	0
1782	18	игру	16	NOUN	nmod	игра	26	2	0	0
1783	19	противостояния	18	NOUN	nmod	противостояние	26	2	1	0
1784	20	и	18	CONJ	cc	и	26	2	0	0
1785	21	споров.	18	NOUN	conj	спор	26	2	0	0
1786	1	Один	5	NUM	nummod	один	27	2	0	0
1787	2	бывший	5	ADJ	amod	бывший	27	2	0	0
1788	3	высокопоставленный	5	ADJ	amod	высокопоставленный	27	2	0	0
1789	4	американский	5	ADJ	amod	американский	27	2	0	0
1790	5	чиновник,	26	NOUN	nsubj	чиновник	27	2	0	0
1791	6	наблюдавший	26	VERB	nsubj	наблюдать	27	2	0	0
1792	7	в	9	ADP	case	в	27	2	0	0
1793	8	свое	9	PRON	det	свое	27	2	0	0
1794	9	время	26	NOUN	nmod	время	27	2	0	0
1795	10	за	11	ADP	case	за	27	2	0	0
1796	11	переговорами	26	NOUN	nmod	переговоры	27	2	0	0
1797	12	(не	13	ADV	advmod	не	27	2	0	0
1798	13	прямыми)	20	VERB	acl	прямой	27	2	1	0
1799	14	между	15	ADP	case	между	27	2	0	0
1800	15	Хафезом	13	PROPN	nmod	хафез	27	2	0	0
1801	16	Асадом	15	PROPN	name	асад	27	2	0	0
1802	17	и	15	CONJ	cc	и	27	2	0	0
1803	18	Ицхаком	19	ADJ	amod	ицхак	27	2	0	0
1804	19	Рабином	15	PROPN	conj	рабин	27	2	0	0
1805	20	при	22	ADP	case	при	27	2	0	0
1806	21	посредничестве	22	ADJ	amod	посредничество	27	2	0	0
1807	22	госсекретаря	11	NOUN	nmod	госсекретарь	27	2	0	0
1808	23	США	22	PROPN	nmod	сша	27	2	0	LOC
1809	24	Уоррена	23	PROPN	name	уоррен	27	2	0	0
1810	25	Кристофера,	23	PROPN	name	кристофер	27	2	0	0
1811	26	рассказал,	0	VERB	ROOT	рассказывать	27	2	0	0
1812	27	что	35	SCONJ	mark	что	27	2	0	0
1813	28	тогда	35	ADV	advmod	тогда	27	2	0	0
1814	29	стороны	28	NOUN	nmod	сторона	27	2	0	0
1815	30	договорились,	35	VERB	punct	договариваться	27	2	0	0
1816	31	что	35	SCONJ	mark	что	27	2	0	0
1817	32	оккупированные	33	VERB	acl	оккупировать	27	2	-1	0
1818	33	территории	35	NOUN	nsubjpass	территория	27	2	0	0
1819	34	будут	35	VERB	auxpass	быть	27	2	0	0
1820	35	возвращены	26	VERB	ccomp	возвращать	27	2	0	0
1821	36	Сирии.	35	PROPN	nsubjpass	сирия	27	2	0	0
1822	1	Сделка	2	NOUN	nsubj	сделка	28	2	0	0
1823	2	включала	0	VERB	ROOT	включать	28	2	0	0
1824	3	в	4	ADP	case	в	28	2	0	0
1825	4	себя	2	PRON	nmod	себя	28	2	0	0
1826	5	все	7	DET	det	все	28	2	0	0
1827	6	необходимые	7	ADJ	amod	необходимый	28	2	0	0
1828	7	процедуры,	2	NOUN	dobj	процедура	28	2	0	0
1829	8	в	10	ADP	case	в	28	2	0	0
1830	9	том	10	DET	det	том	28	2	0	0
1831	10	числе	2	NOUN	nmod	число	28	2	0	0
1832	11	обмен	10	NOUN	nmod	обмен	28	2	0	0
1833	12	послами,	14	ADP	case	посол	28	2	0	0
1834	13	однако	14	CONJ	cc:preconj	однако	28	2	0	0
1835	14	процедура	2	NOUN	nmod	процедура	28	2	0	0
1836	15	так	14	ADV	advmod	так	28	2	0	0
1837	16	и	14	CONJ	cc	и	28	2	0	0
1838	17	не	18	PART	neg	не	28	2	0	0
1839	18	состоялась.	14	VERB	conj	состояться	28	2	0	0
1840	1	Вышеупомянутый	3	VERB	acl	вышеупомянутый	29	2	0	0
1841	2	американский	3	ADJ	amod	американский	29	2	0	0
1842	3	чиновник	4	NOUN	nsubj	чиновник	29	2	0	0
1843	4	сообщил,	0	X	ROOT	сообщать	29	2	0	0
1844	5	что	13	PRON	mark	что	29	2	0	0
1845	6	в	8	ADP	case	в	29	2	0	0
1846	7	конечном	8	ADJ	amod	конечный	29	2	0	0
1847	8	итоге	13	NOUN	nmod	итог	29	2	0	0
1848	9	сам	10	ADJ	amod	сам	29	2	0	0
1849	10	Хафез	13	PROPN	nsubj	хафез	29	2	0	0
1850	11	Асад	10	PROPN	name	асад	29	2	0	0
1851	12	спровоцировал	13	VERB	nsubj	спровоцировать	29	2	0	0
1852	13	провал	4	VERB	ccomp	провал	29	2	-1	0
1853	14	мероприятия,	28	NOUN	nsubj	мероприятие	29	2	0	0
1854	15	так	21	SCONJ	mark	так	29	2	0	0
1855	16	как	15	ADV	mwe	как	29	2	0	0
1856	17	ему	21	PRON	iobj	он	29	2	0	0
1857	18	не	19	PART	neg	не	29	2	0	0
1858	19	было	21	VERB	aux	быть	29	2	0	0
1859	20	выгодно	21	ADV	advmod	выгодно	29	2	0	0
1860	21	возвращать	28	VERB	advcl	возвращать	29	2	0	0
1861	22	Голанские	23	ADJ	amod	голанский	29	2	0	0
1862	23	высоты	21	NOUN	dobj	высота	29	2	0	0
1863	24	—	21	PUNCT	punct	"—
"	29	2	0	0
1864	25	тем	28	DET	iobj	то	29	2	0	0
1865	26	самым	25	ADJ	amod	самый	29	2	0	0
1866	27	он	28	PRON	nsubj	он	29	2	0	0
1867	28	лишил	13	VERB	parataxis	лишать	29	2	0	0
1868	29	бы	30	X	discourse	бы	29	2	0	0
1869	30	себя	28	PRON	dobj	себя	29	2	0	0
1870	31	возможности	28	NOUN	dobj	возможность	29	2	0	0
1871	32	бесконечно	33	ADV	advmod	бесконечно	29	2	0	0
1872	33	торговаться	31	VERB	acl	торговаться	29	2	0	0
1873	34	с	35	ADP	case	с	29	2	0	0
1874	35	Израилем	33	PROPN	nmod	израиль	29	2	0	0
1875	36	по	38	ADP	case	по	29	2	0	0
1876	37	разным	38	ADJ	amod	разный	29	2	0	0
1877	38	вопросам.	33	NOUN	nmod	вопрос	29	2	0	0
1878	1	Хафез	2	ADP	case	хафез	30	2	0	0
1879	2	Асад	3	PROPN	nsubj	асад	30	2	0	0
1880	3	побуждал	0	VERB	ROOT	побуждать	30	2	0	0
1881	4	суннитов	3	NOUN	dobj	суннит	30	2	0	0
1882	5	вести	4	VERB	acl	весть	30	2	0	0
1883	6	переговоры	5	NOUN	dobj	переговоры	30	2	0	0
1884	7	с	8	ADP	case	с	30	2	0	0
1885	8	израильтянами	6	NOUN	nmod	израильтянин	30	2	0	0
1886	9	напрямую.	5	ADV	advmod	напрямую	30	2	0	0
1887	1	Известные	2	ADJ	amod	известный	31	2	0	0
1888	2	примеры	3	NOUN	nsubjpass	пример	31	2	1	0
1889	3	связаны	0	VERB	ROOT	связанный	31	2	0	0
1890	4	с	5	ADP	case	с	31	2	0	0
1891	5	министром	3	NOUN	nmod	министр	31	2	0	0
1892	6	иностранных	7	ADJ	amod	иностранный	31	2	0	0
1893	7	дел	5	NOUN	nmod	дело	31	2	0	0
1894	8	Фаруком	5	PROPN	appos	фарук	31	2	0	0
1895	9	Аш-Шараа	8	PROPN	name	аш	31	2	0	0
1896	10	и	5	CONJ	cc	и	31	2	0	0
1897	11	начальником	5	NOUN	conj	начальник	31	2	0	0
1898	12	генштаба	11	NOUN	nmod	генштаб	31	2	0	0
1899	13	Хикметом	11	PROPN	appos	хикмет	31	2	0	0
1900	14	Аш-Шахаби.	13	PROPN	name	аш	31	2	0	0
1901	1	Он	3	PRON	nsubj	он	32	2	0	0
1902	2	специально	3	ADV	advmod	специально	32	2	0	0
1903	3	выдвигал	0	VERB	ROOT	выдвигать	32	2	0	0
1904	4	суннитов	3	NOUN	dobj	суннит	32	2	0	0
1905	5	на	7	ADP	case	на	32	2	0	0
1906	6	первый	7	ADJ	amod	первый	32	2	0	0
1907	7	план,	3	NOUN	nmod	план	32	2	0	0
1908	8	когда	10	SCONJ	mark	когда	32	2	0	0
1909	9	дело	10	NOUN	nsubj	дело	32	2	0	0
1910	10	касалось	3	VERB	advcl	касаться	32	2	0	0
1911	11	Израиля.	10	VERB	xcomp	израиль	32	2	0	0
1912	1	Таким	2	ADJ	amod	такой	33	2	0	0
1913	2	образом	5	NOUN	advmod	образ	33	2	0	0
1914	3	Хафез	5	PROPN	nsubj	хафез	33	2	0	0
1915	4	Асад	3	PROPN	name	асад	33	2	0	0
1916	5	демонстрировал,	0	VERB	ROOT	демонстрировать	33	2	0	0
1917	6	что	8	SCONJ	mark	что	33	2	0	0
1918	7	алавиты	8	NOUN	nsubj	алавит	33	2	0	0
1919	8	отвергают	5	VERB	ccomp	отвергать	33	2	-1	0
1920	9	любые	10	ADJ	amod	любой	33	2	0	0
1921	10	возможности	8	NOUN	dobj	возможность	33	2	0	0
1922	11	договариваться	18	VERB	xcomp	договариваться	33	2	0	0
1923	12	с	13	ADP	case	с	33	2	0	0
1924	13	израильтянами,	11	VERB	nmod	израильтянин	33	2	0	0
1925	14	тогда	11	ADV	advmod	тогда	33	2	0	0
1926	15	как	16	ADP	case	как	33	2	0	0
1927	16	«предатели»	11	NOUN	nmod	предатель	33	2	-1	0
1928	17	сунниты	18	NOUN	nsubj	суннит	33	2	0	0
1929	18	идут	8	VERB	xcomp	идти	33	2	0	0
1930	19	на	20	ADP	case	на	33	2	0	0
1931	20	сделку	18	NOUN	nmod	сделка	33	2	0	0
1932	21	с	22	ADP	case	с	33	2	0	0
1933	22	оккупантами.	18	NOUN	nmod	оккупант	33	2	-1	0
1934	1	Сегодня	3	ADV	advmod	сегодня	34	2	0	0
1935	2	Россия	3	PROPN	nsubj	россия	34	2	0	LOC
1936	3	поняла,	0	VERB	ROOT	понимать	34	2	1	0
1937	4	что	8	SCONJ	mark	что	34	2	0	0
1938	5	срок	8	NOUN	nsubj	срок	34	2	0	0
1939	6	израильского	5	ADJ	amod	израильский	34	2	0	0
1940	7	страхового	6	ADJ	nmod	страховой	34	2	0	0
1941	8	полиса,	3	VERB	ccomp	полис	34	2	0	0
1942	9	выданного	11	ADJ	amod	выдавать	34	2	0	0
1943	10	сирийскому	11	ADJ	amod	сирийский	34	2	0	0
1944	11	режиму	8	NOUN	iobj	режим	34	2	0	0
1945	12	Израилем,	11	PROPN	appos	израиль	34	2	0	0
1946	13	истекает.	8	ADV	punct	истекать	34	2	0	0
1947	1	Поэтому	6	SCONJ	mark	поэтому	35	2	0	0
1948	2	в	4	ADP	case	в	35	2	0	0
1949	3	настоящий	4	ADJ	amod	настоящий	35	2	0	0
1950	4	момент	6	NOUN	nmod	момент	35	2	0	0
1951	5	мы	6	PRON	nsubj	мы	35	2	0	0
1952	6	наблюдаем	0	VERB	ROOT	наблюдать	35	2	0	0
1953	7	процесс	6	NOUN	nsubj	процесс	35	2	0	0
1954	8	передела	7	NOUN	nmod	передел	35	2	0	0
1955	9	сфер	8	NOUN	dobj	сфера	35	2	0	0
1956	10	влияния	9	NOUN	nmod	влияние	35	2	0	0
1957	11	между	12	ADP	case	между	35	2	0	0
1958	12	Россией	10	PROPN	nmod	россия	35	2	0	LOC
1959	13	и	12	CONJ	cc	и	35	2	0	0
1960	14	Израилем.	12	PROPN	conj	израиль	35	2	0	0
1961	1	Разумеется,	2	PROPN	nsubj	разумеется	36	2	0	0
1962	2	тут	0	VERB	ROOT	тут	36	2	0	0
1963	3	нельзя	2	PRON	dobj	нельзя	36	2	0	0
1964	4	не	5	PART	neg	не	36	2	0	0
1965	5	учитывать	2	VERB	xcomp	учитывать	36	2	0	0
1966	6	позицию	5	NOUN	dobj	позиция	36	2	0	0
1967	7	Ирана,	6	PROPN	nmod	иран	36	2	0	0
1968	8	который	9	DET	nsubj	который	36	2	0	0
1969	9	ставит	2	VERB	parataxis	ставить	36	2	0	0
1970	10	в	11	ADP	case	в	36	2	0	0
1971	11	приоритет	9	NOUN	nmod	приоритет	36	2	0	0
1972	12	оставление	11	NOUN	appos	оставление	36	2	0	0
1973	13	Асада	12	PROPN	nmod	асад	36	2	0	PER
1974	14	у	15	ADP	case	у	36	2	0	0
1975	15	власти	9	NOUN	nmod	власть	36	2	0	0
1976	16	в	17	ADP	case	в	36	2	0	0
1977	17	Дамаске,	9	PROPN	nmod	дамаск	36	2	0	0
1978	18	пусть	9	NOUN	dobj	пусть	36	2	0	0
1979	19	даже	20	X	discourse	даже	36	2	0	0
1980	20	визуально,	24	ADV	advmod	визуально	36	2	0	0
1981	21	так	24	SCONJ	mark	так	36	2	0	0
1982	22	как	21	ADV	mwe	как	36	2	0	0
1983	23	это	24	DET	nsubj	это	36	2	0	0
1984	24	важно	18	VERB	advcl	важно	36	2	0	0
1985	25	для	26	ADP	case	для	36	2	0	0
1986	26	Тегерана	24	PROPN	nmod	тегеран	36	2	0	0
1987	27	прежде	31	ADV	advmod	прежде	36	2	0	0
1988	28	всего	27	DET	nmod	всего	36	2	0	0
1989	29	с	31	ADP	case	с	36	2	0	0
1990	30	идеологической	31	ADJ	amod	идеологический	36	2	0	0
1991	31	точки	24	NOUN	nmod	точка	36	2	0	0
1992	32	зрения.	24	PUNCT	punct	зрение	36	2	0	0
1993	1	Однако	7	CONJ	cc:preconj	однако	37	2	0	0
1994	2	непонятно,	5	SCONJ	mark	непонятно	37	2	0	0
1995	3	как	2	ADV	mwe	как	37	2	0	0
1996	4	будет	5	VERB	aux	быть	37	2	0	0
1997	5	развиваться	7	VERB	advcl	развиваться	37	2	0	0
1998	6	ситуация	7	NOUN	nsubj	ситуация	37	2	0	0
1999	7	дальше.	0	VERB	ROOT	далеко	37	2	0	0
2000	1	Каким	2	ADJ	amod	какой	38	2	0	0
2001	2	образом	4	NOUN	advmod	образ	38	2	0	0
2002	3	Россия	4	PROPN	nsubj	россия	38	2	0	LOC
2003	4	сможет	0	VERB	ROOT	смочь	38	2	0	0
2004	5	одновременно	4	ADV	advmod	одновременно	38	2	0	0
2005	6	предоставить	4	VERB	xcomp	предоставлять	38	2	0	0
2006	7	необходимые	8	ADJ	amod	необходимый	38	2	0	0
2007	8	гарантии	6	NOUN	dobj	гарантия	38	2	0	0
2008	9	Израилю,	8	PROPN	appos	израиль	38	2	0	0
2009	10	тогда	13	ADV	advmod	тогда	38	2	0	0
2010	11	как	10	ADV	mwe	как	38	2	0	0
2011	12	Иран	13	PROPN	nsubj	иран	38	2	0	0
2012	13	настаивает	6	VERB	parataxis	настаивать	38	2	0	0
2013	14	на	15	ADP	case	на	38	2	0	0
2014	15	продолжении	13	NOUN	nmod	продолжение	38	2	0	0
2015	16	передачи	15	NOUN	nmod	передача	38	2	0	0
2016	17	«Хезболле»	18	ADJ	amod	хезболла	38	2	0	0
2017	18	ракет	16	NOUN	nmod	ракета	38	2	0	0
2018	19	определенного	20	ADJ	amod	определенный	38	2	0	0
2019	20	типа?	18	NOUN	nmod	тип	38	2	0	0
2020	1	Надо	2	ADV	advmod	надо	39	2	0	0
2021	2	отметить,	0	VERB	ROOT	отмечать	39	2	0	0
2022	3	что	13	SCONJ	mark	что	39	2	0	0
2023	4	до	6	ADP	case	до	39	2	0	0
2024	5	настоящего	6	ADJ	amod	настоящее	39	2	0	0
2025	6	момента	13	NOUN	nmod	момент	39	2	0	0
2026	7	«тройке»	8	ADP	case	тройка	39	2	0	0
2027	8	России	13	PROPN	nmod	россия	39	2	0	LOC
2028	9	—	8	PUNCT	nmod	"—
"	39	2	0	0
2029	10	Израиля	9	PROPN	nmod	израиль	39	2	0	0
2030	11	—	13	PUNCT	nsubj	"—
"	39	2	0	0
2031	12	Ирана	11	PROPN	nmod	иран	39	2	0	0
2032	13	удавалось	2	VERB	ccomp	удаваться	39	2	1	0
2033	14	находить	13	VERB	xcomp	находить	39	2	0	0
2034	15	приемлемую	16	ADJ	amod	приемлемый	39	2	1	0
2035	16	форму	14	NOUN	dobj	форма	39	2	0	0
2036	17	сосуществования.	16	VERB	acl	сосуществование	39	2	0	0
2037	1	Однако	2	CONJ	cc:preconj	однако	40	2	0	0
2038	2	сохранится	0	VERB	ROOT	сохраняться	40	2	0	0
2039	3	ли	2	PART	discourse	ли	40	2	0	0
2040	4	подобная	5	ADJ	amod	подобный	40	2	0	0
2041	5	форма	2	NOUN	nsubj	форма	40	2	0	0
2042	6	в	8	ADP	case	в	40	2	0	0
2043	7	долгосрочной	8	ADJ	amod	долгосрочный	40	2	0	0
2044	8	перспективе?	2	NOUN	nmod	перспектива	40	2	0	0
2045	1	Ведь	2	DET	det	ведь	41	2	0	0
2046	2	Израиль	3	PROPN	nsubj	израиль	41	2	0	0
2047	3	отказался	0	VERB	ROOT	отказываться	41	2	0	0
2048	4	продлевать	3	VERB	xcomp	продлевать	41	2	0	0
2049	5	страховку	4	NOUN	dobj	страховка	41	2	0	0
2050	6	сирийскому	7	ADJ	amod	сирийский	41	2	0	0
2051	7	режиму,	5	NOUN	nmod	режим	41	2	0	0
2052	8	и	3	CONJ	cc	и	41	2	0	0
2053	9	режиму	10	NOUN	iobj	режим	41	2	0	0
2054	10	придется	3	VERB	conj	приходиться	41	2	0	0
2055	11	с	12	ADP	case	с	41	2	0	0
2056	12	этим	10	DET	nmod	это	41	2	0	0
2057	13	смириться,	10	VERB	xcomp	смиряться	41	2	-1	0
2058	14	а	13	CONJ	cc	а	41	2	0	0
2059	15	также	14	CONJ	mwe	также	41	2	0	0
2060	16	принять	13	VERB	conj	принимать	41	2	0	0
2061	17	независимый	19	ADJ	amod	независимый	41	2	1	0
2062	18	курдский	19	ADJ	amod	курдский	41	2	0	0
2063	19	регион	16	NOUN	dobj	регион	41	2	0	0
2064	20	на	21	ADP	case	на	41	2	0	0
2065	21	севере	16	NOUN	nmod	север	41	2	0	0
2066	22	страны.	3	ADJ	punct	страна	41	2	0	0
2067	1	Есть	0	VERB	ROOT	быть	42	2	0	0
2068	2	два	3	NUM	nummod	два	42	2	0	0
2069	3	фактора,	1	NOUN	nsubj	фактор	42	2	0	0
2070	4	которые	5	DET	nsubj	который	42	2	0	0
2071	5	будут	3	VERB	acl:relcl	быть	42	2	0	0
2072	6	препятствовать	5	VERB	xcomp	препятствовать	42	2	-1	0
2073	7	тому,	12	DET	nsubj	то	42	2	0	0
2074	8	чтобы	12	SCONJ	mark	чтобы	42	2	0	0
2075	9	эти	11	DET	det	этот	42	2	0	0
2076	10	три	11	NUM	nummod	три	42	2	0	0
2077	11	государства	12	NOUN	nsubj	государство	42	2	0	0
2078	12	продолжали	5	VERB	advcl	продолжать	42	2	0	0
2079	13	сосуществовать	12	VERB	xcomp	сосуществовать	42	2	0	0
2080	14	относительно	15	ADV	advmod	относительно	42	2	0	0
2081	15	мирно.	13	NOUN	dobj	мирно	42	2	0	0
2082	1	Во-первых,	2	X	det	во-первых	43	2	0	0
2083	2	Турция	4	PROPN	nsubj	турция	43	2	0	0
2084	3	не	4	PART	neg	не	43	2	0	0
2085	4	захочет	0	VERB	ROOT	захотеть	43	2	0	0
2086	5	мириться	4	VERB	xcomp	мириться	43	2	0	0
2087	6	с	10	ADP	case	с	43	2	0	0
2088	7	новым	10	ADJ	amod	новый	43	2	0	0
2089	8	курдским	10	ADJ	amod	курдский	43	2	0	0
2090	9	государственным	10	ADJ	amod	государственный	43	2	0	0
2091	10	образованием	5	NOUN	nmod	образование	43	2	0	0
2092	11	на	12	ADP	case	на	43	2	0	0
2093	12	севере	5	NOUN	nmod	север	43	2	0	0
2094	13	Сирии	12	PROPN	nmod	сирия	43	2	0	LOC
2095	14	и	4	CONJ	cc	и	43	2	0	0
2096	15	посчитает	4	VERB	conj	посчитать	43	2	0	0
2097	16	его	15	PRON	dobj	он	43	2	0	0
2098	17	прямой	18	ADJ	amod	прямой	43	2	1	0
2099	18	угрозой	15	NOUN	advmod	угроза	43	2	-1	0
2100	19	в	21	ADP	case	в	43	2	0	0
2101	20	свой	21	PRON	det	свой	43	2	0	0
2102	21	адрес.	15	NOUN	nmod	адрес	43	2	0	0
2103	1	Что	2	PRON	nsubj	что	44	2	0	0
2104	2	касается	7	VERB	advcl	касаться	44	2	0	0
2105	3	второго	4	ADJ	amod	второй	44	2	0	0
2106	4	фактора,	2	NOUN	nmod	фактор	44	2	0	0
2107	5	то	2	ADV	advmod	то	44	2	0	0
2108	6	он	7	PRON	nsubj	он	44	2	0	0
2109	7	заключается	0	VERB	ROOT	заключаться	44	2	0	0
2110	8	в	9	ADP	case	в	44	2	0	0
2111	9	том,	7	DET	nmod	том	44	2	0	0
2112	10	что	13	SCONJ	mark	что	44	2	0	0
2113	11	сирийский	12	ADJ	amod	сирийский	44	2	0	0
2114	12	народ	13	NOUN	dobj	народ	44	2	0	0
2115	13	протестовал	9	VERB	ccomp	протестовать	44	2	-1	0
2116	14	и	13	CONJ	cc	и	44	2	0	0
2117	15	сражался	13	VERB	conj	сражаться	44	2	0	0
2118	16	с	18	ADP	case	с	44	2	0	0
2119	17	преступным	18	ADJ	amod	преступный	44	2	-1	0
2120	18	режимом	15	NOUN	nmod	режим	44	2	0	0
2121	19	не	21	PART	neg	не	44	2	0	0
2122	20	для	21	ADP	case	для	44	2	0	0
2123	21	России,	15	PROPN	nmod	россия	44	2	0	0
2124	22	Израиля,	21	PROPN	name	израиль	44	2	0	0
2125	23	Ирана	21	PROPN	name	иран	44	2	0	0
2126	24	и	21	CONJ	cc	и	44	2	0	0
2127	25	Турции.	21	PROPN	conj	турция	44	2	0	0
2128	1	Несмотря	4	ADP	case	несмотря	45	2	0	0
2129	2	на	4	ADP	mwe	на	45	2	0	0
2130	3	очевидную	4	ADJ	amod	очевидный	45	2	0	0
2131	4	дряблость	8	NOUN	nmod	дряблость	45	2	-1	0
2132	5	оппозиции,	6	ADJ	amod	оппозиция	45	2	-1	0
2133	6	народ	8	NOUN	nsubj	народ	45	2	0	0
2134	7	не	8	PART	neg	не	45	2	0	0
2135	8	собирается	0	VERB	ROOT	собираться	45	2	0	0
2136	9	отступать.	8	VERB	xcomp	отступать	45	2	0	0
2137	1	Народ	2	PROPN	nsubj	народ	46	2	0	0
2138	2	сказал	0	VERB	ROOT	сказать	46	2	0	0
2139	3	свое	5	PRON	det	свое	46	2	0	0
2140	4	окончательное	5	ADJ	amod	окончательный	46	2	0	0
2141	5	слово,	2	NOUN	dobj	слово	46	2	0	0
